method,time_ms,memory_peak_kb
mysqli_prepared_static,98.2966,1871.2734375
mysqli_prepared_static,99.2257,1871.2734375
mysqli_prepared_static,97.6775,1871.2734375
mysqli_prepared_static,97.3606,1871.2734375
mysqli_prepared_static,96.934,1871.2734375
mysqli_prepared_static,99.3675,1871.2734375
mysqli_prepared_static,97.4975,1871.2734375
mysqli_prepared_static,95.8294,1871.2734375
mysqli_prepared_static,97.3304,1871.2734375
mysqli_prepared_static,106.6098,1871.2734375
mysqli_prepared_static,96.7361,1871.2734375
mysqli_prepared_static,97.8476,1871.2734375
mysqli_prepared_static,97.8326,1871.2734375
mysqli_prepared_static,98.404,1871.2734375
mysqli_prepared_static,96.417,1871.2734375
mysqli_prepared_static,98.1174,1871.2734375
mysqli_prepared_static,97.7086,1871.2734375
mysqli_prepared_static,99.7461,1871.2734375
mysqli_prepared_static,98.4336,1871.2734375
mysqli_prepared_static,96.7924,1871.2734375
mysqli_prepared_static,96.706,1871.2734375
mysqli_prepared_static,105.8455,1871.2734375
mysqli_prepared_static,105.9999,1871.2734375
mysqli_prepared_static,98.0155,1871.2734375
mysqli_prepared_static,97.0355,1871.2734375
mysqli_prepared_static,99.4407,1871.2734375
mysqli_prepared_static,97.6862,1871.2734375
mysqli_prepared_static,98.0521,1871.2734375
mysqli_prepared_static,96.1419,1871.2734375
mysqli_prepared_static,100.5209,1871.2734375
mysqli_prepared_static,96.7309,1871.2734375
mysqli_prepared_static,97.8377,1871.2734375
mysqli_prepared_static,96.5846,1871.2734375
mysqli_prepared_static,96.3406,1871.2734375
mysqli_prepared_static,97.3815,1871.2734375
mysqli_prepared_static,96.2836,1863.2734375
mysqli_prepared_static,97.2192,1863.2734375
mysqli_prepared_static,97.572,1863.2734375
mysqli_prepared_static,97.7254,1863.2734375
mysqli_prepared_static,98.1326,1863.2734375
mysqli_prepared_static,99.1122,1863.2734375
mysqli_prepared_static,97.872,1863.2734375
mysqli_prepared_static,98.6038,1863.2734375
mysqli_prepared_static,96.9422,1863.2734375
mysqli_prepared_static,97.8723,1863.2734375
mysqli_prepared_static,96.728,1863.2734375
mysqli_prepared_static,97.151,1863.2734375
mysqli_prepared_static,98.5873,1863.2734375
mysqli_prepared_static,96.4053,1863.2734375
mysqli_prepared_static,96.9804,1863.2734375
mysqli_prepared_static,96.4982,1863.2734375
mysqli_prepared_static,97.7262,1863.2734375
mysqli_prepared_static,97.4832,1863.2734375
mysqli_prepared_static,97.6253,1863.2734375
mysqli_prepared_static,97.9871,1863.2734375
mysqli_prepared_static,96.6437,1863.2734375
mysqli_prepared_static,98.8439,1863.2734375
mysqli_prepared_static,98.7384,1863.2734375
mysqli_prepared_static,98.7118,1863.2734375
mysqli_prepared_static,97.31,1863.2734375
mysqli_prepared_static,96.4038,1863.2734375
mysqli_prepared_static,97.1882,1863.2734375
mysqli_prepared_static,99.235,1863.2734375
mysqli_prepared_static,95.9789,1863.2734375
mysqli_prepared_static,107.0284,1863.2734375
mysqli_prepared_static,97.2812,1863.2734375
mysqli_prepared_static,97.4335,1863.2734375
mysqli_prepared_static,98.5019,1863.2734375
mysqli_prepared_static,97.52,1863.2734375
mysqli_prepared_static,96.9946,1863.2734375
mysqli_prepared_static,96.8142,1863.2734375
mysqli_prepared_static,95.7611,1863.2734375
mysqli_prepared_static,98.7888,1863.2734375
mysqli_prepared_static,98.048,1863.2734375
mysqli_prepared_static,97.2263,1863.2734375
mysqli_prepared_static,97.0105,1863.2734375
mysqli_prepared_static,96.6943,1863.2734375
mysqli_prepared_static,98.3202,1863.2734375
mysqli_prepared_static,98.1123,1863.2734375
mysqli_prepared_static,98.3987,1863.2734375
mysqli_prepared_static,96.5638,1863.2734375
mysqli_prepared_static,98.0056,1863.2734375
mysqli_prepared_static,97.48,1863.2734375
mysqli_prepared_static,98.9393,1863.2734375
mysqli_prepared_static,103.0765,1863.2734375
mysqli_prepared_static,97.7107,1863.2734375
mysqli_prepared_static,96.8674,1863.2734375
mysqli_prepared_static,97.167,1863.2734375
mysqli_prepared_static,98.0413,1863.2734375
mysqli_prepared_static,97.3323,1863.2734375
mysqli_prepared_static,97.0192,1863.2734375
mysqli_prepared_static,98.1734,1863.2734375
mysqli_prepared_static,98.2339,1863.2734375
mysqli_prepared_static,98.9881,1863.2734375
mysqli_prepared_static,96.0788,1863.2734375
mysqli_prepared_static,97.4625,1863.2734375
mysqli_prepared_static,96.5025,1863.2734375
mysqli_prepared_static,97.2567,1863.2734375
mysqli_prepared_static,98.4897,1863.2734375
mysqli_prepared_static,96.8032,1863.2734375
mysqli_prepared_static,96.5625,1863.2734375
mysqli_prepared_static,97.5903,1863.2734375
mysqli_prepared_static,97.4093,1863.2734375
mysqli_prepared_static,99.8581,1863.2734375
